10	телефон	O
10	+7-946-507-58-31.	B-PHONE

11	В	O
11	выписке	O
11	ЕГРН	O
11	указан	O
11	кадастровый	O
11	номер	O
11	объекта	O
11	21:72:679150:7694;	B-CADASTRAL
11	владелец	O
11	Акулина	B-FAMILY
11	Руслановна,	B-NAME
11	паспорт	O
11	4240	B-PASSPORT
11	258002.	I-PASSPORT

12	Я,	O
12	Ферапонт	B-FAMILY
12	Фокич,	B-NAME
12	предъявляю	O
12	паспорт	O
12	7730	B-PASSPORT
12	906527,	I-PASSPORT
12	проживаю	O
12	по	O
12	адресу:	O
12	г.	O
12	с.	O
12	Петрозаводск,	O
12	ИНН	O
12	691251778528,	B-INN
12	телефон	O
12	+7-921-265-51-38.	B-PHONE

13	В	O
13	договоре	O
13	аренды	O
13	указан	O
13	кадастровый	O
13	номер	O
13	79:01:961331:3150	B-CADASTRAL
13	и	O
13	контакт	O
13	арендатора	O
13	Богданович	B-NAME
13	Осип,	B-FAMILY
13	телефон	O
13	+7-969-538-73-21.	B-PHONE

14	В	O
14	выписке	O
14	ЕГРН	O
14	указан	O
14	кадастровый	O
14	номер	O
14	объекта	O
14	16:86:360864:2171;	B-CADASTRAL
14	владелец	O
14	Шилов	B-FAMILY
14	Велимир,	B-NAME
14	паспорт	O
14	4578	B-PASSPORT
14	864148.	I-PASSPORT

15	В	O
15	личном	O
15	деле	O
15	сотрудника	O
15	Щукин	B-FAMILY
15	Любосмысл	B-NAME
15	указаны	O
15	документы:	O
15	паспорт	O
15	9555	B-PASSPORT
15	409904,	I-PASSPORT
15	ИНН	O
15	285969325914,	B-INN
15	СНИЛС	O
15	084-993-231	B-SNILS
15	23,	I-SNILS
15	телефон	O
15	+7-999-926-38-47.	B-PHONE

16	Заявитель	O
16	Федор	B-FAMILY
16	Богданович,	B-NAME
16	паспорт	O
16	8932	B-PASSPORT
16	301603,	I-PASSPORT
16	ИНН	O
16	348434437575,	B-INN
16	СНИЛС	O
16	844-198-665	B-SNILS
16	98,	I-SNILS
16	контактный	O
16	телефон	O
16	+7-918-397-15-46.	B-PHONE

17	Для	O
17	входа	O
17	на	O
17	портал	O
17	https://www.company.com/cabinet	B-URL
17	требуется	O
17	указать	O
17	контактный	O
17	телефон	O
17	+7-979-157-38-60	B-PHONE
17	пользователя	O
17	Ульяна	B-NAME
17	Николаева.	B-FAMILY

18	В	O
18	личном	O
18	деле	O
18	сотрудника	O
18	Василий	B-FAMILY
18	Владиленович	B-NAME
18	указаны	O
18	документы:	O
18	паспорт	O
18	9099	B-PASSPORT
18	560295,	I-PASSPORT
18	ИНН	O
18	038430988392,	B-INN
18	СНИЛС	O
18	053-021-465	B-SNILS
18	85,	I-SNILS
18	телефон	O
18	+7-950-515-85-35.	B-PHONE

19	Для	O
19	входа	O
19	на	O
19	портал	O
19	https://www.shop.com/cabinet	B-URL
19	требуется	O
19	указать	O
19	контактный	O
19	телефон	O
19	+7-955-290-97-84	B-PHONE
19	пользователя	O
19	Иосифович	B-NAME
19	Серафим.	B-FAMILY

20	В	O
20	анкете	O
20	заказчика	O
20	Беспалов	B-FAMILY
20	Амвросий	B-NAME
20	записаны	O
20	ИНН	O
20	642480962440,	B-INN
20	СНИЛС	O
20	630-624-479	B-SNILS
20	81	I-SNILS
20	и	O
20	рабочий	O
20	телефон	O
20	+7-940-199-38-38.	B-PHONE

21	В	O
21	анкете	O
21	заказчика	O
21	Евдокия	B-FAMILY
21	Артемовна	B-NAME
21	записаны	O
21	ИНН	O
21	108562884318,	B-INN
21	СНИЛС	O
21	848-520-089	B-SNILS
21	33	I-SNILS
21	и	O
21	рабочий	O
21	телефон	O
21	+7-930-952-48-64.	B-PHONE

22	В	O
22	акте	O
22	о	O
22	заключении	O
22	брака	O
22	указан	O
22	номер	O
22	свидетельства	O
22	о	O
22	браке	O
22	66-985066	B-MARRIAGE
22	на	O
22	имя	O
22	Тамара	B-FAMILY
22	Анатольевна,	B-NAME
22	СНИЛС	O
22	676-472-298	B-SNILS
22	10.	I-SNILS

23	Для	O
23	входа	O
23	на	O
23	портал	O
23	https://lk.university.org/cabinet	B-URL
23	требуется	O
23	указать	O
23	контактный	O
23	телефон	O
23	+7-957-281-70-85	B-PHONE
23	пользователя	O
23	Юрьевна	B-NAME
23	Глафира.	B-FAMILY

24	Для	O
24	входа	O
24	на	O
24	портал	O
24	https://secure.shop.ru/cabinet	B-URL
24	требуется	O
24	указать	O
24	контактный	O
24	телефон	O
24	+7-951-661-10-48	B-PHONE
24	пользователя	O
24	Авдей	B-NAME
24	Ковалев.	B-FAMILY

25	Клиент	O
25	Виссарион	B-FAMILY
25	Ааронович	B-NAME
25	сообщил	O
25	паспорт	O
25	7660	B-PASSPORT
25	226601,	I-PASSPORT
25	СНИЛС	O
25	035-213-568	B-SNILS
25	06	I-SNILS
25	и	O
25	номер	O
25	банковской	O
25	карты	O
25	0678	B-CARD
25	8317	I-CARD
25	1210	I-CARD
25	0323	I-CARD
25	для	O
25	безопасной	O
25	оплаты.	O

26	В	O
26	договоре	O
26	аренды	O
26	указан	O
26	кадастровый	O
26	номер	O
26	38:91:495007:964	B-CADASTRAL
26	и	O
26	контакт	O
26	арендатора	O
26	Ксения	B-NAME
26	Колобова,	B-FAMILY
26	телефон	O
26	+7-901-651-68-50.	B-PHONE

27	Я,	O
27	Абрамов	B-FAMILY
27	Трифон,	B-NAME
27	предъявляю	O
27	паспорт	O
27	8019	B-PASSPORT
27	711878,	I-PASSPORT
27	проживаю	O
27	по	O
27	адресу:	O
27	г.	O
27	ст.	O
27	Шелехов,	O
27	ИНН	O
27	653287101226,	B-INN
27	телефон	O
27	+7-987-838-24-97.	B-PHONE

28	Клиент	O
28	Щукин	B-FAMILY
28	Святополк	B-NAME
28	сообщил	O
28	паспорт	O
28	9549	B-PASSPORT
28	305415,	I-PASSPORT
28	СНИЛС	O
28	794-620-726	B-SNILS
28	97	I-SNILS
28	и	O
28	номер	O
28	банковской	O
28	карты	O
28	2508	B-CARD
28	1776	I-CARD
28	0299	I-CARD
28	1406	I-CARD
28	для	O
28	безопасной	O
28	оплаты.	O

29	Я,	O
29	Соколова	B-FAMILY
29	Надежда,	B-NAME
29	предъявляю	O
29	паспорт	O
29	1586	B-PASSPORT
29	829054,	I-PASSPORT
29	проживаю	O
29	по	O
29	адресу:	O
29	г.	O
29	п.	O
29	Соль-Илецк,	O
29	ИНН	O
29	715238676738,	B-INN
29	телефон	O
29	+7-980-779-69-73.	B-PHONE

30	В	O
30	выписке	O
30	ЕГРН	O
30	указан	O
30	кадастровый	O
30	номер	O
30	объекта	O
30	40:90:296790:3265;	B-CADASTRAL
30	владелец	O
30	Елизавета	B-FAMILY
30	Леоновна,	B-NAME
30	паспорт	O
30	2862	B-PASSPORT
30	140959.	I-PASSPORT

31	В	O
31	личном	O
31	деле	O
31	сотрудника	O
31	Федосеев	B-FAMILY
31	Герасим	B-NAME
31	указаны	O
31	документы:	O
31	паспорт	O
31	5832	B-PASSPORT
31	214939,	I-PASSPORT
31	ИНН	O
31	176741241513,	B-INN
31	СНИЛС	O
31	152-854-781	B-SNILS
31	90,	I-SNILS
31	телефон	O
31	+7-988-422-14-65.	B-PHONE

32	На	O
32	сайте	O
32	https://portal.service.com/cabinet	B-URL
32	пользователь	O
32	Сократ	B-NAME
32	Борисов	B-FAMILY
32	оставил	O
32	номер	O
32	карты	O
32	0030	B-CARD
32	1027	I-CARD
32	2405	I-CARD
32	5934	I-CARD
32	и	O
32	подтвердил	O
32	связь	O
32	по	O
32	телефону	O
32	+7-929-522-78-82.	B-PHONE

33	Клиент	O
33	Мечислав	B-FAMILY
33	Демьянович	B-NAME
33	сообщил	O
33	паспорт	O
33	2005	B-PASSPORT
33	634630,	I-PASSPORT
33	СНИЛС	O
33	200-053-474	B-SNILS
33	77	I-SNILS
33	и	O
33	номер	O
33	банковской	O
33	карты	O
33	7554	B-CARD
33	1108	I-CARD
33	2555	I-CARD
33	9895	I-CARD
33	для	O
33	безопасной	O
33	оплаты.	O

34	На	O
34	портале	O
34	госуслуг	O
34	подтверждён	O
34	брак	O
34	по	O
34	свидетельству	O
34	09-958747;	B-MARRIAGE
34	контактное	O
34	лицо	O
34	Владимировна	B-NAME
34	Александра,	B-FAMILY
34	ИНН	O
34	065965756924,	B-INN
34	СНИЛС	O
34	593-752-654	B-SNILS
34	94.	I-SNILS

35	В	O
35	выписке	O
35	ЕГРН	O
35	указан	O
35	кадастровый	O
35	номер	O
35	объекта	O
35	83:23:970720:7613;	B-CADASTRAL
35	владелец	O
35	Андрей	B-FAMILY
35	Ефстафьевич,	B-NAME
35	паспорт	O
35	2816	B-PASSPORT
35	977330.	I-PASSPORT

36	В	O
36	выписке	O
36	ЕГРН	O
36	указан	O
36	кадастровый	O
36	номер	O
36	объекта	O
36	93:82:673284:1314;	B-CADASTRAL
36	владелец	O
36	Федосеев	B-FAMILY
36	Николай,	B-NAME
36	паспорт	O
36	3077	B-PASSPORT
36	156405.	I-PASSPORT

37	В	O
37	выписке	O
37	ЕГРН	O
37	указан	O
37	кадастровый	O
37	номер	O
37	объекта	O
37	10:32:268210:5333;	B-CADASTRAL
37	владелец	O
37	Горбачева	B-FAMILY
37	Дарья,	B-NAME
37	паспорт	O
37	7830	B-PASSPORT
37	917632.	I-PASSPORT

38	В	O
38	договоре	O
38	аренды	O
38	указан	O
38	кадастровый	O
38	номер	O
38	70:47:668373:682	B-CADASTRAL
38	и	O
38	контакт	O
38	арендатора	O
38	Ия	B-NAME
38	Шилова,	B-FAMILY
38	телефон	O
38	+7-962-525-66-72.	B-PHONE

39	В	O
39	личном	O
39	деле	O
39	сотрудника	O
39	Королева	B-FAMILY
39	Элеонора	B-NAME
39	указаны	O
39	документы:	O
39	паспорт	O
39	2816	B-PASSPORT
39	711081,	I-PASSPORT
39	ИНН	O
39	740056435023,	B-INN
39	СНИЛС	O
39	850-371-990	B-SNILS
39	44,	I-SNILS
39	телефон	O
39	+7-909-526-86-88.	B-PHONE

40	Клиент	O
40	Корнилова	B-FAMILY
40	Полина	B-NAME
40	сообщил	O
40	паспорт	O
40	6950	B-PASSPORT
40	525239,	I-PASSPORT
40	СНИЛС	O
40	546-234-712	B-SNILS
40	32	I-SNILS
40	и	O
40	номер	O
40	банковской	O
40	карты	O
40	0801	B-CARD
40	8103	I-CARD
40	0683	I-CARD
40	1764	I-CARD
40	для	O
40	безопасной	O
40	оплаты.	O

41	На	O
41	сайте	O
41	https://portal.university.com/cabinet	B-URL
41	пользователь	O
41	София	B-NAME
41	Кошелева	B-FAMILY
41	оставил	O
41	номер	O
41	карты	O
41	1484	B-CARD
41	3991	I-CARD
41	0622	I-CARD
41	7236	I-CARD
41	и	O
41	подтвердил	O
41	связь	O
41	по	O
41	телефону	O
41	+7-941-239-48-10.	B-PHONE

42	На	O
42	портале	O
42	госуслуг	O
42	подтверждён	O
42	брак	O
42	по	O
42	свидетельству	O
42	41-255190;	B-MARRIAGE
42	контактное	O
42	лицо	O
42	Герасимович	B-NAME
42	Ростислав,	B-FAMILY
42	ИНН	O
42	906477159103,	B-INN
42	СНИЛС	O
42	002-156-321	B-SNILS
42	24.	I-SNILS

43	Пользователь	O
43	Валериевна	B-NAME
43	Акулина	B-FAMILY
43	оплачивает	O
43	заказ	O
43	картой	O
43	7732	B-CARD
43	6430	I-CARD
43	9544	I-CARD
43	9791,	I-CARD
43	оставляя	O
43	телефон	O
43	+7-953-225-72-92	B-PHONE
43	на	O
43	сайте	O
43	https://portal.university.org/cabinet.	B-URL

44	В	O
44	договоре	O
44	аренды	O
44	указан	O
44	кадастровый	O
44	номер	O
44	61:57:762055:4962	B-CADASTRAL
44	и	O
44	контакт	O
44	арендатора	O
44	Елена	B-NAME
44	Крылова,	B-FAMILY
44	телефон	O
44	+7-982-934-28-40.	B-PHONE

45	На	O
45	сайте	O
45	https://secure.service.ru/cabinet	B-URL
45	пользователь	O
45	Октябрина	B-NAME
45	Васильева	B-FAMILY
45	оставил	O
45	номер	O
45	карты	O
45	2239	B-CARD
45	8983	I-CARD
45	0650	I-CARD
45	3121	I-CARD
45	и	O
45	подтвердил	O
45	связь	O
45	по	O
45	телефону	O
45	+7-934-475-43-71.	B-PHONE

46	На	O
46	портале	O
46	госуслуг	O
46	подтверждён	O
46	брак	O
46	по	O
46	свидетельству	O
46	06-130955;	B-MARRIAGE
46	контактное	O
46	лицо	O
46	Никодим	B-NAME
46	Жуков,	B-FAMILY
46	ИНН	O
46	774025883586,	B-INN
46	СНИЛС	O
46	812-259-572	B-SNILS
46	35.	I-SNILS

47	Заявитель	O
47	Панкратий	B-FAMILY
47	Фокич,	B-NAME
47	паспорт	O
47	8069	B-PASSPORT
47	647403,	I-PASSPORT
47	ИНН	O
47	650863765991,	B-INN
47	СНИЛС	O
47	624-731-498	B-SNILS
47	52,	I-SNILS
47	контактный	O
47	телефон	O
47	+7-932-293-10-10.	B-PHONE

48	В	O
48	личном	O
48	деле	O
48	сотрудника	O
48	Фомичева	B-FAMILY
48	Полина	B-NAME
48	указаны	O
48	документы:	O
48	паспорт	O
48	9050	B-PASSPORT
48	133049,	I-PASSPORT
48	ИНН	O
48	755047681699,	B-INN
48	СНИЛС	O
48	570-607-174	B-SNILS
48	69,	I-SNILS
48	телефон	O
48	+7-911-184-41-90.	B-PHONE

49	В	O
49	ЗАГС	O
49	поданы	O
49	документы:	O
49	свидетельство	O
49	о	O
49	браке	O
49	12-442220,	B-MARRIAGE
49	паспорт	O
49	4022	B-PASSPORT
49	315120,	I-PASSPORT
49	телефон	O
49	+7-942-762-47-70.	B-PHONE

50	В	O
50	договоре	O
50	аренды	O
50	указан	O
50	кадастровый	O
50	номер	O
50	98:51:664271:1330	B-CADASTRAL
50	и	O
50	контакт	O
50	арендатора	O
50	Раиса	B-NAME
50	Федотова,	B-FAMILY
50	телефон	O
50	+7-943-750-43-67.	B-PHONE

51	В	O
51	договоре	O
51	аренды	O
51	указан	O
51	кадастровый	O
51	номер	O
51	89:02:451291:24	B-CADASTRAL
51	и	O
51	контакт	O
51	арендатора	O
51	Демидович	B-NAME
51	Панкрат,	B-FAMILY
51	телефон	O
51	+7-970-567-11-57.	B-PHONE

52	Пользователь	O
52	Дмитриевна	B-NAME
52	Алевтина	B-FAMILY
52	оплачивает	O
52	заказ	O
52	картой	O
52	1497	B-CARD
52	3153	I-CARD
52	9114	I-CARD
52	9830,	I-CARD
52	оставляя	O
52	телефон	O
52	+7-932-111-85-62	B-PHONE
52	на	O
52	сайте	O
52	https://service.shop.org/cabinet.	B-URL

53	В	O
53	выписке	O
53	ЕГРН	O
53	указан	O
53	кадастровый	O
53	номер	O
53	объекта	O
53	18:62:260626:7455;	B-CADASTRAL
53	владелец	O
53	Евдокимова	B-FAMILY
53	Марина,	B-NAME
53	паспорт	O
53	4050	B-PASSPORT
53	114768.	I-PASSPORT

54	В	O
54	ЗАГС	O
54	поданы	O
54	документы:	O
54	свидетельство	O
54	о	O
54	браке	O
54	58-544320,	B-MARRIAGE
54	паспорт	O
54	4159	B-PASSPORT
54	735553,	I-PASSPORT
54	телефон	O
54	+7-990-664-93-47.	B-PHONE

55	В	O
55	договоре	O
55	аренды	O
55	указан	O
55	кадастровый	O
55	номер	O
55	68:43:169327:9678	B-CADASTRAL
55	и	O
55	контакт	O
55	арендатора	O
55	Мария	B-NAME
55	Молчанова,	B-FAMILY
55	телефон	O
55	+7-947-112-46-54.	B-PHONE

56	Для	O
56	входа	O
56	на	O
56	портал	O
56	https://www.company.ru/cabinet	B-URL
56	требуется	O
56	указать	O
56	контактный	O
56	телефон	O
56	+7-969-853-53-20	B-PHONE
56	пользователя	O
56	Терентий	B-NAME
56	Козлов.	B-FAMILY

57	На	O
57	портале	O
57	госуслуг	O
57	подтверждён	O
57	брак	O
57	по	O
57	свидетельству	O
57	37-661652;	B-MARRIAGE
57	контактное	O
57	лицо	O
57	Митофан	B-NAME
57	Капустин,	B-FAMILY
57	ИНН	O
57	992172233206,	B-INN
57	СНИЛС	O
57	163-294-511	B-SNILS
57	49.	I-SNILS

58	Пользователь	O
58	Егорович	B-NAME
58	Устин	B-FAMILY
58	оплачивает	O
58	заказ	O
58	картой	O
58	0784	B-CARD
58	6850	I-CARD
58	9574	I-CARD
58	4303,	I-CARD
58	оставляя	O
58	телефон	O
58	+7-990-500-57-56	B-PHONE
58	на	O
58	сайте	O
58	https://lk.service.ru/cabinet.	B-URL

59	На	O
59	сайте	O
59	https://service.shop.ru/cabinet	B-URL
59	пользователь	O
59	Адрианович	B-NAME
59	Селиверст	B-FAMILY
59	оставил	O
59	номер	O
59	карты	O
59	0891	B-CARD
59	7768	I-CARD
59	0898	I-CARD
59	1265	I-CARD
59	и	O
59	подтвердил	O
59	связь	O
59	по	O
59	телефону	O
59	+7-979-434-46-57.	B-PHONE

60	Я,	O
60	Марина	B-FAMILY
60	Семеновна,	B-NAME
60	предъявляю	O
60	паспорт	O
60	5835	B-PASSPORT
60	313910,	I-PASSPORT
60	проживаю	O
60	по	O
60	адресу:	O
60	г.	O
60	клх	O
60	Чебоксары,	O
60	ИНН	O
60	805719838638,	B-INN
60	телефон	O
60	+7-932-307-89-66.	B-PHONE

61	Я,	O
61	Мария	B-FAMILY
61	Макаровна,	B-NAME
61	предъявляю	O
61	паспорт	O
61	6028	B-PASSPORT
61	899614,	I-PASSPORT
61	проживаю	O
61	по	O
61	адресу:	O
61	г.	O
61	г.	O
61	Рыбинск,	O
61	ИНН	O
61	230412027061,	B-INN
61	телефон	O
61	+7-976-734-17-66.	B-PHONE

62	Я,	O
62	Нинель	B-FAMILY
62	Федоровна,	B-NAME
62	предъявляю	O
62	паспорт	O
62	6120	B-PASSPORT
62	797416,	I-PASSPORT
62	проживаю	O
62	по	O
62	адресу:	O
62	г.	O
62	с.	O
62	Александровск-Сахалинский,	O
62	ИНН	O
62	452711116152,	B-INN
62	телефон	O
62	+7-996-533-16-46.	B-PHONE

63	Клиент	O
63	Парфен	B-FAMILY
63	Харитонович	B-NAME
63	сообщил	O
63	паспорт	O
63	1029	B-PASSPORT
63	836109,	I-PASSPORT
63	СНИЛС	O
63	251-355-215	B-SNILS
63	57	I-SNILS
63	и	O
63	номер	O
63	банковской	O
63	карты	O
63	1541	B-CARD
63	0067	I-CARD
63	6267	I-CARD
63	6586	I-CARD
63	для	O
63	безопасной	O
63	оплаты.	O

64	В	O
64	выписке	O
64	ЕГРН	O
64	указан	O
64	кадастровый	O
64	номер	O
64	объекта	O
64	80:28:350629:7877;	B-CADASTRAL
64	владелец	O
64	Савельева	B-FAMILY
64	Виктория,	B-NAME
64	паспорт	O
64	3385	B-PASSPORT
64	254569.	I-PASSPORT

65	На	O
65	портале	O
65	госуслуг	O
65	подтверждён	O
65	брак	O
65	по	O
65	свидетельству	O
65	65-908320;	B-MARRIAGE
65	контактное	O
65	лицо	O
65	Ольга	B-NAME
65	Селиверстова,	B-FAMILY
65	ИНН	O
65	515186449251,	B-INN
65	СНИЛС	O
65	925-462-914	B-SNILS
65	71.	I-SNILS

66	В	O
66	личном	O
66	деле	O
66	сотрудника	O
66	Евсеева	B-FAMILY
66	Лукия	B-NAME
66	указаны	O
66	документы:	O
66	паспорт	O
66	8369	B-PASSPORT
66	735894,	I-PASSPORT
66	ИНН	O
66	327986239847,	B-INN
66	СНИЛС	O
66	169-061-812	B-SNILS
66	98,	I-SNILS
66	телефон	O
66	+7-982-140-57-45.	B-PHONE

67	В	O
67	договоре	O
67	аренды	O
67	указан	O
67	кадастровый	O
67	номер	O
67	20:64:889327:6766	B-CADASTRAL
67	и	O
67	контакт	O
67	арендатора	O
67	Нина	B-NAME
67	Лыткина,	B-FAMILY
67	телефон	O
67	+7-932-235-88-45.	B-PHONE

68	Я,	O
68	Николаев	B-FAMILY
68	Гурий,	B-NAME
68	предъявляю	O
68	паспорт	O
68	8972	B-PASSPORT
68	219876,	I-PASSPORT
68	проживаю	O
68	по	O
68	адресу:	O
68	г.	O
68	ст.	O
68	Звенигород,	O
68	ИНН	O
68	997581724619,	B-INN
68	телефон	O
68	+7-996-751-10-28.	B-PHONE

69	В	O
69	анкете	O
69	заказчика	O
69	Александра	B-FAMILY
69	Анатольевна	B-NAME
69	записаны	O
69	ИНН	O
69	849588039551,	B-INN
69	СНИЛС	O
69	240-568-299	B-SNILS
69	49	I-SNILS
69	и	O
69	рабочий	O
69	телефон	O
69	+7-923-709-24-49.	B-PHONE

70	В	O
70	ЗАГС	O
70	поданы	O
70	документы:	O
70	свидетельство	O
70	о	O
70	браке	O
70	06-405002,	B-MARRIAGE
70	паспорт	O
70	9302	B-PASSPORT
70	561697,	I-PASSPORT
70	телефон	O
70	+7-930-308-51-83.	B-PHONE

71	Заявитель	O
71	Александра	B-FAMILY
71	Яковлевна,	B-NAME
71	паспорт	O
71	8685	B-PASSPORT
71	263482,	I-PASSPORT
71	ИНН	O
71	239594737213,	B-INN
71	СНИЛС	O
71	290-162-047	B-SNILS
71	67,	I-SNILS
71	контактный	O
71	телефон	O
71	+7-962-793-60-80.	B-PHONE

72	В	O
72	выписке	O
72	ЕГРН	O
72	указан	O
72	кадастровый	O
72	номер	O
72	объекта	O
72	31:36:561239:1270;	B-CADASTRAL
72	владелец	O
72	Савельева	B-FAMILY
72	Мария,	B-NAME
72	паспорт	O
72	1400	B-PASSPORT
72	148458.	I-PASSPORT

73	В	O
73	личном	O
73	деле	O
73	сотрудника	O
73	Воронова	B-FAMILY
73	Людмила	B-NAME
73	указаны	O
73	документы:	O
73	паспорт	O
73	1207	B-PASSPORT
73	842287,	I-PASSPORT
73	ИНН	O
73	202758842524,	B-INN
73	СНИЛС	O
73	105-648-149	B-SNILS
73	80,	I-SNILS
73	телефон	O
73	+7-909-608-68-75.	B-PHONE

74	В	O
74	ЗАГС	O
74	поданы	O
74	документы:	O
74	свидетельство	O
74	о	O
74	браке	O
74	34-905305,	B-MARRIAGE
74	паспорт	O
74	8756	B-PASSPORT
74	618358,	I-PASSPORT
74	телефон	O
74	+7-952-176-77-56.	B-PHONE

75	На	O
75	сайте	O
75	https://secure.shop.org/cabinet	B-URL
75	пользователь	O
75	Альбертовна	B-NAME
75	Клавдия	B-FAMILY
75	оставил	O
75	номер	O
75	карты	O
75	2037	B-CARD
75	6388	I-CARD
75	2145	I-CARD
75	8414	I-CARD
75	и	O
75	подтвердил	O
75	связь	O
75	по	O
75	телефону	O
75	+7-920-591-38-66.	B-PHONE

76	Я,	O
76	Потап	B-FAMILY
76	Фокич,	B-NAME
76	предъявляю	O
76	паспорт	O
76	6166	B-PASSPORT
76	341281,	I-PASSPORT
76	проживаю	O
76	по	O
76	адресу:	O
76	г.	O
76	с.	O
76	Алексин,	O
76	ИНН	O
76	334264335027,	B-INN
76	телефон	O
76	+7-925-310-58-85.	B-PHONE

77	Клиент	O
77	Александров	B-FAMILY
77	Нестор	B-NAME
77	сообщил	O
77	паспорт	O
77	6986	B-PASSPORT
77	672896,	I-PASSPORT
77	СНИЛС	O
77	848-666-188	B-SNILS
77	78	I-SNILS
77	и	O
77	номер	O
77	банковской	O
77	карты	O
77	1832	B-CARD
77	8569	I-CARD
77	1463	I-CARD
77	0316	I-CARD
77	для	O
77	безопасной	O
77	оплаты.	O

78	На	O
78	портале	O
78	госуслуг	O
78	подтверждён	O
78	брак	O
78	по	O
78	свидетельству	O
78	11-940480;	B-MARRIAGE
78	контактное	O
78	лицо	O
78	Евфросиния	B-NAME
78	Муравьева,	B-FAMILY
78	ИНН	O
78	664214764925,	B-INN
78	СНИЛС	O
78	158-377-674	B-SNILS
78	72.	I-SNILS

79	В	O
